Number of captions, Number of images
1,704
2,9110
3,169
4,4
5,2
6,2
7,2
8,4
10,1
11,2

Number of captions, Image name,captions
2,003736.jpg,An excavator is excavating soil in a construction site.
2,003737.jpg,An excavator is dumping soil into a dump truck.
2,003737.jpg,An excavator is transferring a bucket of soil to the dump truck.
2,003738.jpg,Three excavators are excavating the rocks from the site.
2,003738.jpg,Three excavators are excavating a foundation.
2,003739.jpg,the wheel loader is swinging its bucket after fully loading a dump truck with heavy rocks from the site 
2,003739.jpg,A wheel loader has loaded a bucket of rock to the dump truck.
2,003740.jpg,An excavator and a wheel loader are transferring soil on the site.
2,003740.jpg,A loaded excavator is swinging.
2,003741.jpg,A wheel loader is loading the dump truck with a bucket of sand.
2,003741.jpg,A wheel loader is loading a dump truck with soil.
2,003742.jpg,An excavator is loading a dump truck with dirt.
2,003742.jpg,An excavator is loading the dump truck with soil.
2,003743.jpg,A grader is spreading dirt on the road.
2,003743.jpg,One grader is spreading soil over surface.
2,003744.jpg,A dozer is sitting on the site.
2,003744.jpg,A bulldozer is standing at rest at a site.
2,003745.jpg,A backhoe loader is idling.
2,003745.jpg,A backhoe loader is excavating dirt and rocks in a construction site.
2,003746.jpg,A tower crane is swinging to transfer materials at a site.
2,003746.jpg,A tower crane is wroking in downtown.
2,003747.jpg,A backhoe loader is transferring a bucket of gravel on the public street.
2,003747.jpg,A backhoe loader is loaded with stones and is travelling on the road.
2,003749.jpg,An excavator is digging grave on the site and loading it to a dump truck beside. 
2,003749.jpg,An excavator is excavating soil from a site while a dump truck transfers the excavated soil.
2,003750.jpg,An excavator is excavating rocks and dirt from a cliff side. Two dump trucks are transferring materials in a construction site.
2,003750.jpg,An excavator is excavating the soil on the ground and a dump truck beside is leaving with a full tank of soil.
2,003752.jpg,A mobile crane is parked at a site.
2,003752.jpg,A mobile crane is stabilized on the ground with its outriggers. 
2,003753.jpg,A grader is spreading the soil to the site.
2,003753.jpg,A grader is maintaining the road.
2,003754.jpg,A compactor is compacting an asphalt road.
2,003754.jpg,A compactor is compacting the new constructed asphalt road.
2,003755.jpg,A grader is moving on the village road.
2,003755.jpg,A grader is grading the base for a road.
2,003756.jpg,A wheel loader is loading a dump truck with stones.
2,003756.jpg,A wheel loader have unloaded a bucket of sand to the dump truck.
2,003757.jpg,the mobile crane is stabilized at the site using its outriggers 
2,003757.jpg,A mobile crane has been stabilized on the ground.
2,003758.jpg,A backhoe loader parked in the forest.
2,003758.jpg,A backhoe loader is standing at rest at a site.
2,003759.jpg,A compactor is compacting a dirt road.
2,003759.jpg,A compactor is compacting the soil on the road.
2,003760.jpg,A grader is pathing the soil on the field.
2,003760.jpg,the grader is bank sloping 
2,003761.jpg,A tower crane is lifting pipes.
2,003761.jpg,The tower crane is lifting a huge medal pipe.
2,003764.jpg,A concrete mixer truck is pouring cement on the ground at a site.
2,003764.jpg,A concrete mixer truck is moving on the construction site.
2,003765.jpg,An excavator is lifting soil and is loading a dump truck with the soil.
2,003765.jpg,An excavator is dumping soil onto ground and a dump truck is waiting to be loaded nearby.
2,003766.jpg,A grader is paving the soil on the field.
2,003766.jpg,A grader is maintaining the haul road
2,003767.jpg,An excavator is scooping out soil at a site while a dump truck waits to be loaded with the excavated soil.
2,003767.jpg,An excavator is digging the ground and transferring the soil to the dump truck.
2,003769.jpg,A compactor is compacting the ground.
2,003769.jpg,A compactor is compacting the soil on the road.
2,003770.jpg,A compactor is refining sand on the site.
2,003770.jpg,A compactor is compacting the soil on the field.
2,003771.jpg,A dozer is flattening the soil on the riff.
2,003771.jpg,A dozer is stripping dirt from an uphill area.
2,003772.jpg,A backhoe loader is holding with a bucket of soil.
2,003772.jpg,A loaded backhoe loader is traveling.
2,003773.jpg,An excavator is dumping the soil into the dump truck on the construction site.
2,003773.jpg,An excavator is dumping gravel to a dump truck while the other dump truck is waiting beside.
2,003774.jpg,An excavator is excavating the rock form the hill and three dump truck are waiting to be loaded.
2,003774.jpg,An excavator is loading a dump truck with stones.
2,003775.jpg,One backhoe loader is at rest.
2,003775.jpg,A backhoe loader is sitting at rest at the site.
2,003776.jpg,A concrete mixer truck is standing at rest at a site.
2,003776.jpg,A concrete mixer truck is parking on the parking lot.
2,003777.jpg,A concrete mixer truck is traveling in an urban area.
2,003777.jpg,A concrete mixer truck is traveling on the public road.
2,003778.jpg,A grader is spreading soil on a leveled surface.
2,003778.jpg,A grader is sloping the road .
2,003779.jpg,A wheel loader is holding its bucket on the middle height.
2,003779.jpg,A wheel loader is dumping excavated soil at a site.
2,003781.jpg,A wheel loader is maneuvering concrete slabs away from a site.
2,003781.jpg,A wheel loader is pushing the concrete blocks to the side of the field.
2,003782.jpg,An excavator is dumping soil into a dump truck.
2,003782.jpg,An excavator is transferring the soil on the site to the dump truck.
2,003783.jpg,A dozer is pushing dirt in a rural area.
2,003783.jpg,A dozer is pushing the soil forward on a forest field.
2,003784.jpg,A concrete mixer truck is discharging the concrete to the concrete pump.
2,003784.jpg,A concrete mixer truck is travelling on the construction site.
2,003785.jpg,A backhoe loader is travelling on the snowy road.
2,003785.jpg,A backhoe loader is moving on the snow.
2,003786.jpg,An excavator is dumping dirt and rocks into a dump truck. Two dump trucks are transferring dirt and rocks in a construction site.
2,003786.jpg,An excavator is transferring a bucket of soil to the three dump trucks.
2,003787.jpg,Three tower cranes are mounted beside the constructing buildings.
2,003787.jpg,Three tower cranes are transferring material at a site.
2,003788.jpg,A backhoe loader is travelling empty on a construction site.
2,003788.jpg,A backhoe loader is landscaping the field.
2,003789.jpg,An excavator is holding a bucket of soil while a dump truck is waiting to be loaded.
2,003789.jpg,the excavator is swinging its loaded bucket at the site
2,003790.jpg,A compactor is turning on the muddy site.
2,003790.jpg,A compactor is compacting the soil on the field.
2,003791.jpg,Two concrete mixer trucks are parked on the site.
2,003791.jpg,A concrete mixer truck is dumping concrete in a construction site. A concrete mixer truck is parked in a construction site.
2,003792.jpg,A grader is pathing along a sand road foundation.
2,003792.jpg,the grader is moving windrows from the road
2,003793.jpg,A concrete mixer truck is moving on the road.
2,003793.jpg,A concrete mixer truck is traveling on the public street.
2,003794.jpg,A dozer is spreading rocks while a dump truck is returing to the loading site.
2,003794.jpg,A dozer is traveling (empty) in a construction site. A dump truck is transferring materials in a construction site. A compactor is compacting a dirt road.
2,003795.jpg,A dozer is pushing the soil forward.
2,003795.jpg,A dozer is spreading soil
2,003796.jpg,A concrete mixer truck is parked at a parking lot.
2,003796.jpg,A concrete mixer truck is parking on the parking lot.
2,003797.jpg,A wheel loader is loading a dump truck.
2,003797.jpg,the wheel loader is loading its bucket with dirt from the site
2,003798.jpg,An excavator is excavating the ground
2,003798.jpg,An excavator is landscaping the field and two dozers are levelling the soil.
2,003799.jpg,the backhoe loader is traveling empty in the site
2,003799.jpg,A backhoe loader is moving on the site.
2,003800.jpg,An excavator is dumping dirt and rocks into a dump truck.
2,003800.jpg,An excavator is loading its bucket to load a dump truck.
2,003801.jpg,Two excavators are transferring the soil to the four dump trucks while one dump truck is leaving the site.
2,003801.jpg,An excavator is dumping soil into a dump truck. An excavator is lifting load.
2,003802.jpg,A dozer parked on the site without operator inside.
2,003802.jpg,A bulldozer is standing at a site.
2,003803.jpg,A dozer is traveling on thee sandy road.
2,003803.jpg,A dozer is traveling (empty) on a dirt road.
2,003804.jpg,An excavator is dumping soil into a dump truck.
2,003804.jpg,An excavator is pulling a bucket of soil to the dump truck.
2,003805.jpg,A backhoe loader is lifting debris off a road.
2,003805.jpg,An backhoe loader is pushing the waste forward.
2,003806.jpg,Three excavators are landscaping the field while four dump trucks are waiting to be loaded.
2,003806.jpg,An excavator is loading a dump truck with mud.
2,003807.jpg,A grader is leveling a cleared area by cutting the soil.
2,003807.jpg,One grader is grading dirt surface using blade.
2,003809.jpg,A grader is grading snow from a snowy road.
2,003809.jpg,A grader is pushing the snow to the side.
2,003810.jpg,A excavator is excavating the dirt while a dump truck is waiting.
2,003810.jpg,An excavator and a dump truck are clearing an area by excavating soil.
2,003811.jpg,A dozer is pushing large rock on the ground forward.
2,003811.jpg,A dozer is pushing rocks on a construction site.
2,003813.jpg,A grader is grading the soil field.
2,003813.jpg,A grader is grading a cleared area.
2,003814.jpg,A dump truck is moving between the two pile of sand.
2,003814.jpg,A dump truck is traveling (empty) in a construction site.
2,003816.jpg,A wheel loader is moving with a bucket of soil. Three dump trucks are waiting to te loaded beside the wheel loader.
2,003816.jpg,A wheel loader is loading cement on a construction site.
2,003817.jpg,A concrete mixer truck is moving on the parking lot.
2,003817.jpg,A concrete mixer truck is being parked in a parking lot.
2,003819.jpg,A dump truck is leaving the site.
2,003819.jpg,A dump truck is s travelling to a site.
2,003820.jpg,An excavator is loading a dump truck with dirt.
2,003820.jpg,An excavator is about to dump a bucket of soil to the dump truck beside.
2,003821.jpg,the excavator behind the dump truck is loading its bucket with rocks from the site
2,003821.jpg,An excavator is loading with a bucket of rock and transferring it to the dump truck.
2,003822.jpg,A backhoe loader is rising its bucket empty.
2,003822.jpg,A backhoe loader is travelling on the parking site.
2,003823.jpg,A mobile crane is turning its direction.
2,003823.jpg,A mobile crane is parked across an asphalt road.
2,003824.jpg,A dozer is pushing the soil to the side of the field.
2,003824.jpg,the dozer is stripping the road
2,003825.jpg,A mobile crane is sitting beside a pile of sand.
2,003825.jpg,A mobile crane is parked at a site.
2,003826.jpg,An excavator is swing its loaded bucket towards a dump truck and another excavator has finished loading a dump truck.
2,003826.jpg,An excavator is dumping materials into a dump truck. An excavator is excavating materials in a construction site. A dump truck is transferring materials in a construction site.
2,003827.jpg,An excavator is dumping soil into a dump truck
2,003827.jpg,An excavator is discharging the soil to the dump truck.
2,003828.jpg,A backhoe loader is traveling (empty) in a construction site.
2,003828.jpg,A backhoe loader is turning its angle on the site.
2,003829.jpg,A mobile crane is parking near a road.
2,003829.jpg,the mobile crane is traveling down the road
2,003830.jpg,A tower crane is lifting an unknown object
2,003830.jpg,A tower crane is idling.
2,003831.jpg,the wheel loader is traveling empty in the site
2,003831.jpg,A wheel loader is moving forward with its bucket empty.
